DO_Domaine;DO_Type;DO_Piece;DO_Date
0;3;MBL250003342;2025-04-15
0;7;MF00000029363;2025-04-15
0;3;MBL250003344;2025-04-15
0;4;MBR250000451;2025-04-16
0;4;MBR250000452;2025-04-16
0;3;MBL250003346;2025-04-16
0;4;MBR250000453;2025-04-16
0;4;MBR250000454;2025-04-16
0;4;MBR250000455;2025-04-16
0;7;MF00000029364;2025-04-16
1;13;MBL250001124;2025-04-16
1;17;AM250000725;2025-04-16
1;13;MBL250001126;2025-04-16
0;7;MF00000029365;2025-04-16
0;7;MF00000029366;2025-04-16
0;7;MF00000029367;2025-04-16
0;7;MF00000029368;2025-04-16
1;13;MBL250001128;2025-04-16
0;7;MF00000029369;2025-04-16
1;13;MBL250001130;2025-04-16
0;7;MF00000029370;2025-04-16
0;7;MF00000029371;2025-04-16
0;4;MBR250000456;2025-04-16
1;17;AM250000726;2025-04-16
1;17;AM250000727;2025-04-16
0;7;MF00000029372;2025-04-16
1;13;MBL250001131;2025-04-16
0;7;MF00000029373;2025-04-16
1;17;AM250000728;2025-04-16
1;13;MBL250001132;2025-04-16
1;17;AM250000729;2025-04-16
1;17;AM250000730;2025-04-16
1;17;AM250000731;2025-04-16
1;17;AM250000732;2025-04-16
1;17;AM250000733;2025-04-16
1;17;AM250000734;2025-04-16
0;7;MF00000029374;2025-04-16
0;7;MF00000029375;2025-04-16
0;7;MF00000029376;2025-04-16
1;13;MBL250001133;2025-04-16
1;13;MBL250001135;2025-04-16
1;13;MBL250001136;2025-04-16
1;17;AM250000735;2025-04-16
1;13;MBL250001137;2025-04-16
0;7;MF00000029377;2025-04-16
0;7;MF00000029378;2025-04-16
0;7;MF00000029379;2025-04-16
1;17;AM250000736;2025-04-16
0;7;MF00000029380;2025-04-16
0;7;MF00000029381;2025-04-16
0;7;MF00000029382;2025-04-16
0;7;MF00000029383;2025-04-16
0;7;MF00000029384;2025-04-16
0;7;MF00000029385;2025-04-16
0;7;MF00000029386;2025-04-16
1;17;AM250000737;2025-04-16
1;13;MBL250001138;2025-04-16
0;4;MBR250000458;2025-04-16
0;7;MFR250000534;2025-04-16
0;7;MFR250000535;2025-04-16
0;7;MFR250000536;2025-04-16
0;7;MFR250000537;2025-04-16
0;7;MFR250000538;2025-04-16
0;7;MFR250000539;2025-04-16
0;7;MFR250000540;2025-04-16
0;7;MFR250000541;2025-04-16
0;3;MBL250003368;2025-04-16
0;4;MBR250000459;2025-04-16
1;17;AM250000738;2025-04-16
0;7;MF00000029387;2025-04-16
0;7;MF00000029388;2025-04-16
0;7;MF00000029389;2025-04-16
0;7;MF00000029390;2025-04-16
0;7;MF00000029391;2025-04-16
0;7;MF00000029392;2025-04-16
0;7;MF00000029393;2025-04-16
0;7;MFR250000542;2025-04-16
0;7;MFR250000543;2025-04-16
0;7;MFR250000544;2025-04-16
0;3;MBL250003394;2025-04-16
0;4;MBR250000460;2025-04-16
1;13;MBL250001139;2025-04-16
0;7;MF00000029394;2025-04-16
0;7;MF00000029395;2025-04-16
0;7;MF00000029396;2025-04-16
0;7;MF00000029397;2025-04-16
0;7;MF00000029398;2025-04-16
0;7;MF00000029399;2025-04-16
0;7;MF00000029400;2025-04-16
0;3;MBL250003395;2025-04-16
0;7;MF00000029401;2025-04-17
0;4;MBR250000461;2025-04-17
1;13;MBL250001140;2025-04-17
1;13;MBL250001141;2025-04-17
0;7;MF00000029402;2025-04-17
0;7;MF00000029403;2025-04-17
0;7;MF00000029404;2025-04-17
0;7;MF00000029405;2025-04-17
0;7;MF00000029406;2025-04-17
0;7;MF00000029407;2025-04-17
0;7;MF00000029408;2025-04-17
0;3;MBL250003398;2025-04-17
1;14;MBR250000024;2025-04-17
0;7;MFR250000545;2025-04-17
0;7;MFR250000546;2025-04-17
1;17;AM250000739;2025-04-17
1;13;MBL250001142;2025-04-17
1;13;MBL250001143;2025-04-17
1;17;AM250000740;2025-04-17
1;17;AMR250000062;2025-04-17
0;3;MBL250003400;2025-04-17
0;4;MBR250000462;2025-04-17
0;7;MF00000029409;2025-04-17
0;7;MF00000029410;2025-04-17
0;7;MF00000029411;2025-04-17
1;13;MBL250001145;2025-04-17
1;13;MBL250001146;2025-04-17
0;7;MF00000029412;2025-04-17
0;7;MFR250000547;2025-04-17
0;7;MF00000029413;2025-04-17
0;7;MF00000029414;2025-04-17
0;7;MFR250000548;2025-04-17
0;7;MF00000029415;2025-04-17
0;7;MF00000029416;2025-04-17
0;7;MF00000029417;2025-04-17
0;4;MBR250000463;2025-04-17
0;7;MF00000029418;2025-04-17
0;7;MFR250000549;2025-04-17
0;3;MBL250003409;2025-04-17
0;7;MF00000029419;2025-04-17
0;7;MF00000029420;2025-04-17
0;7;MF00000029421;2025-04-17
0;7;MF00000029422;2025-04-17
0;7;MF00000029423;2025-04-17
0;7;MF00000029424;2025-04-17
0;7;MF00000029425;2025-04-17
0;7;MF00000029426;2025-04-17
0;7;MF00000029427;2025-04-17
0;7;MF00000029428;2025-04-17
0;7;MF00000029429;2025-04-17
0;7;MF00000029430;2025-04-17
0;7;MF00000029431;2025-04-17
0;7;MF00000029432;2025-04-17
0;7;MF00000029433;2025-04-17
0;3;MBL250003429;2025-04-17
1;12;MBC250000270;2025-04-17
1;13;MBL250001148;2025-04-17
0;7;MF00000029434;2025-04-17
0;7;MF00000029435;2025-04-17
0;7;MF00000029436;2025-04-17
0;7;MF00000029437;2025-04-17
0;7;MF00000029438;2025-04-17
0;7;MF00000029439;2025-04-17
0;7;MF00000029440;2025-04-17
0;7;MF00000029441;2025-04-17
0;7;MF00000029442;2025-04-17
1;13;MBL250001151;2025-04-17
0;7;MF00000029443;2025-04-17
0;7;MF00000029444;2025-04-17
0;4;MBR250000464;2025-04-17
0;4;MBR250000465;2025-04-17
0;7;MF00000029445;2025-04-18
0;7;MF00000029446;2025-04-18
0;7;MF00000029447;2025-04-18
0;7;MF00000029448;2025-04-18
0;3;MBL250003435;2025-04-18
0;4;MBR250000466;2025-04-18
1;13;MBL250001153;2025-04-18
0;7;MF00000029449;2025-04-18
0;7;MF00000029450;2025-04-18
0;7;MF00000029451;2025-04-18
0;7;MFR250000550;2025-04-18
0;7;MFR250000551;2025-04-18
0;7;MFR250000552;2025-04-18
0;7;MFR250000553;2025-04-18
0;7;MFR250000554;2025-04-18
1;17;AM250000741;2025-04-18
0;7;MF00000029452;2025-04-18
0;7;MF00000029453;2025-04-18
0;7;MF00000029454;2025-04-18
0;7;MF00000029455;2025-04-18
0;4;MBR250000467;2025-04-18
0;4;MBR250000468;2025-04-18
1;17;AM250000742;2025-04-18
1;13;MBL250001154;2025-04-18
1;17;AM250000743;2025-04-18
1;13;MBL250001155;2025-04-18
1;17;MAV250000142;2025-04-18
0;7;MFR250000555;2025-04-18
0;7;MF00000029456;2025-04-18
0;7;MF00000029457;2025-04-18
0;7;MF00000029458;2025-04-18
1;17;AM250000744;2025-04-18
1;17;AM250000745;2025-04-18
1;13;MBL250001156;2025-04-18
1;17;MAV250000143;2025-04-18
0;4;MBR250000469;2025-04-18
1;14;MBR250000025;2025-04-18
1;17;AM250000746;2025-04-18
0;7;MF00000029459;2025-04-18
0;7;MF00000029460;2025-04-18
1;17;AM250000747;2025-04-18
0;7;MF00000029461;2025-04-18
0;7;MF00000029462;2025-04-18
0;7;MF00000029463;2025-04-18
0;7;MF00000029464;2025-04-18
1;13;MBL250001158;2025-04-18
0;7;MF00000029465;2025-04-18
0;7;MF00000029466;2025-04-18
0;7;MF00000029467;2025-04-18
0;7;MF00000029468;2025-04-18
0;7;MF00000029469;2025-04-18
1;17;AM250000748;2025-04-18
1;13;MBL250001159;2025-04-18
1;17;MAV250000144;2025-04-18
0;7;MF00000029470;2025-04-18
0;7;MF00000029471;2025-04-18
0;4;MBR250000470;2025-04-18
0;3;MBL250003466;2025-04-18
0;7;MF00000029472;2025-04-18
0;3;MBL250003467;2025-04-18
0;7;MF00000029473;2025-04-18
0;7;MF00000029474;2025-04-18
0;7;MF00000029475;2025-04-18
0;7;MF00000029476;2025-04-18
0;7;MF00000029477;2025-04-18
1;17;AM250000749;2025-04-18
0;7;MF00000029478;2025-04-18
0;7;MF00000029479;2025-04-19
0;7;MF00000029480;2025-04-19
0;7;MF00000029481;2025-04-19
0;7;MF00000029482;2025-04-19
0;7;MF00000029483;2025-04-19
0;7;MF00000029484;2025-04-19
0;7;MF00000029485;2025-04-19
0;7;MF00000029486;2025-04-19
0;7;MF00000029487;2025-04-19
0;7;MF00000029488;2025-04-19
0;7;MF00000029489;2025-04-19
0;7;MFR250000556;2025-04-19
0;7;MFR250000557;2025-04-19
0;4;MBR250000471;2025-04-19
1;13;MBL250001160;2025-04-19
0;3;MBL250003473;2025-04-19
0;7;MF00000029490;2025-04-19
0;3;MBL250003475;2025-04-19
1;17;AM250000750;2025-04-19
0;7;MF00000029491;2025-04-19
0;7;MF00000029492;2025-04-19
0;3;MBL250003480;2025-04-19
1;17;AM250000751;2025-04-19
1;17;AM250000752;2025-04-19
1;13;MBL250001162;2025-04-19
1;13;MBL250001163;2025-04-19
1;17;AM250000753;2025-04-19
1;13;MBL250001164;2025-04-19
1;17;AM250000754;2025-04-19
1;13;MBL250001165;2025-04-19
1;13;MBL250001166;2025-04-19
0;4;MBR250000472;2025-04-19
0;4;MBR250000473;2025-04-19
1;17;AM250000755;2025-04-19
1;16;AM250000756;2025-04-19
0;4;MBR250000475;2025-04-19
0;4;MBR250000476;2025-04-19
0;7;MF00000029493;2025-04-21
0;7;MF00000029494;2025-04-21
0;7;MF00000029495;2025-04-21
0;7;MF00000029496;2025-04-21
0;7;MF00000029497;2025-04-21
0;7;MF00000029498;2025-04-21
0;7;MF00000029499;2025-04-21
0;7;MF00000029500;2025-04-21
0;7;MF00000029501;2025-04-21
0;7;MF00000029502;2025-04-21
0;7;MF00000029503;2025-04-21
0;7;MF00000029504;2025-04-21
0;7;MF00000029505;2025-04-21
0;7;MF00000029506;2025-04-21
1;13;MBL250001168;2025-04-21
0;7;MF00000029507;2025-04-21
0;7;MF00000029508;2025-04-21
0;7;MF00000029509;2025-04-21
0;7;MF00000029510;2025-04-21
1;13;MBL250001171;2025-04-21
0;7;MF00000029511;2025-04-21
0;7;MF00000029512;2025-04-21
0;7;MF00000029513;2025-04-21
1;17;AMR250000063;2025-04-21
1;17;AM250000757;2025-04-21
0;7;MF00000029514;2025-04-21
0;7;MF00000029515;2025-04-21
0;3;MBL250003496;2025-04-21
0;3;MBL250003498;2025-04-21
0;7;MF00000029516;2025-04-21
0;7;MF00000029517;2025-04-21
0;7;MFR250000558;2025-04-21
0;7;MF00000029518;2025-04-21
0;7;MF00000029519;2025-04-21
0;7;MF00000029520;2025-04-21
0;7;MF00000029521;2025-04-21
0;7;MF00000029522;2025-04-21
0;7;MFR250000559;2025-04-21
0;7;MF00000029524;2025-04-21
0;7;MFR250000560;2025-04-21
1;17;AM250000758;2025-04-21
0;6;MFR250000561;2025-04-21
0;7;MFR250000562;2025-04-21
0;7;MFR250000563;2025-04-21
0;7;MFR250000564;2025-04-21
0;7;MFR250000565;2025-04-21
0;7;MF00000029525;2025-04-21
0;4;MBR250000477;2025-04-21
1;17;AM250000759;2025-04-21
1;17;AM250000760;2025-04-21
0;7;MF00000029526;2025-04-21
0;7;MF00000029527;2025-04-21
0;7;MFR250000566;2025-04-21
0;7;MF00000029528;2025-04-21
0;7;MFR250000567;2025-04-21
0;3;MBL250003515;2025-04-21
1;16;AMR250000064;2025-04-21
1;13;MBL250001174;2025-04-21
2;21;MSM250000002;2025-04-21
2;20;MEM250000002;2025-04-21
0;7;MF00000029529;2025-04-21
0;7;MF00000029530;2025-04-21
0;7;MF00000029531;2025-04-21
1;17;AM250000761;2025-04-21
0;7;MF00000029532;2025-04-21
0;7;MF00000029533;2025-04-21
0;7;MF00000029534;2025-04-21
1;17;AM250000762;2025-04-21
0;7;MF00000029535;2025-04-21
0;7;MF00000029536;2025-04-21
0;7;MF00000029537;2025-04-21
0;7;MF00000029538;2025-04-21
0;7;MF00000029539;2025-04-21
0;7;MF00000029540;2025-04-21
0;7;MF00000029541;2025-04-21
0;7;MF00000029542;2025-04-21
0;7;MFR250000569;2025-04-21
0;7;MF00000029543;2025-04-21
1;13;MBL250001175;2025-04-21
0;7;MF00000029544;2025-04-21
0;7;MF00000029545;2025-04-21
0;7;MF00000029546;2025-04-21
0;7;MF00000029547;2025-04-21
0;7;MF00000029548;2025-04-21
0;3;MBL250003536;2025-04-21
0;7;MF00000029549;2025-04-21
0;7;MF00000029550;2025-04-21
0;7;MF00000029551;2025-04-21
0;7;MF00000029552;2025-04-21
0;7;MF00000029553;2025-04-21
0;7;MF00000029554;2025-04-21
0;7;MF00000029555;2025-04-21
0;3;MBL250003538;2025-04-21
0;4;MBR250000478;2025-04-21
1;13;MBL250001177;2025-04-21
0;7;MF00000029556;2025-04-21
0;7;MF00000029557;2025-04-21
0;7;MF00000029558;2025-04-21
0;7;MF00000029559;2025-04-21
0;7;MF00000029560;2025-04-21
0;7;MFR250000570;2025-04-21
1;17;AMR250000065;2025-04-21
1;17;AM250000763;2025-04-21
0;7;MF00000029561;2025-04-21
0;7;MF00000029562;2025-04-21
0;7;MF00000029563;2025-04-21
0;7;MF00000029564;2025-04-21
0;7;MF00000029565;2025-04-21
0;4;MBR250000479;2025-04-21
0;4;MBR250000480;2025-04-21
0;7;MF00000029566;2025-04-21
0;7;MF00000029567;2025-04-21
1;13;MBL250001179;2025-04-21
0;7;MFR250000571;2025-04-21
0;7;MF00000029568;2025-04-21
0;7;MF00000029569;2025-04-21
0;7;MF00000029570;2025-04-21
0;3;MBL250003545;2025-04-21
0;7;MF00000029571;2025-04-21
0;7;MF00000029572;2025-04-21
0;7;MF00000029573;2025-04-21
0;7;MF00000029574;2025-04-21
1;17;AM250000764;2025-04-21
1;13;MBL250001180;2025-04-21
0;3;MBL250003546;2025-04-21
0;7;MF00000029575;2025-04-21
0;7;MF00000029576;2025-04-22
0;7;MF00000029577;2025-04-22
0;7;MF00000029578;2025-04-22
0;7;MF00000029579;2025-04-22
0;7;MF00000029580;2025-04-22
0;7;MF00000029581;2025-04-22
0;7;MF00000029582;2025-04-22
0;3;MBL250003549;2025-04-22
0;7;MF00000029583;2025-04-22
0;7;MF00000029584;2025-04-22
0;7;MF00000029585;2025-04-22
0;7;MFR250000572;2025-04-22
1;13;MBL250001181;2025-04-22
1;13;MBL250001182;2025-04-22
0;7;MF00000029586;2025-04-22
0;7;MF00000029587;2025-04-22
0;7;MF00000029588;2025-04-22
0;7;MF00000029589;2025-04-22
0;7;MF00000029590;2025-04-22
1;17;MAV250000145;2025-04-22
0;7;MF00000029591;2025-04-22
0;3;MBL250003555;2025-04-22
1;17;MAV250000146;2025-04-22
1;17;MAV250000147;2025-04-22
0;3;MBL250003558;2025-04-22
1;13;MBL250001183;2025-04-22
1;17;AM250000765;2025-04-22
1;17;AM250000766;2025-04-22
1;13;MBL250001184;2025-04-22
1;17;AM250000767;2025-04-22
1;13;MBL250001185;2025-04-22
0;4;MBR250000481;2025-04-22
0;4;MBR250000482;2025-04-22
0;4;MBR250000483;2025-04-22
0;4;MBR250000484;2025-04-22
0;3;MBL250003562;2025-04-22
0;7;MF00000029592;2025-04-22
0;7;MF00000029593;2025-04-22
1;17;AM250000768;2025-04-22
1;17;AM250000769;2025-04-22
0;7;MF00000029594;2025-04-22
0;7;MF00000029595;2025-04-22
0;7;MF00000029596;2025-04-22
0;7;MF00000029597;2025-04-22
0;7;MF00000029598;2025-04-22
0;7;MF00000029599;2025-04-22
0;7;MF00000029600;2025-04-22
0;7;MFR250000573;2025-04-22
0;0;MDV250000008;2025-04-22
0;7;MF00000029601;2025-04-22
0;7;MF00000029602;2025-04-22
0;7;MF00000029603;2025-04-22
1;17;AM250000770;2025-04-22
1;13;MBL250001186;2025-04-22
1;17;AM250000771;2025-04-22
0;7;MF00000029604;2025-04-22
0;7;MF00000029605;2025-04-22
1;17;AM250000772;2025-04-22
0;7;MF00000029606;2025-04-22
0;7;MF00000029607;2025-04-22
0;7;MF00000029608;2025-04-22
0;7;MF00000029609;2025-04-22
0;7;MF00000029610;2025-04-22
0;7;MF00000029611;2025-04-22
0;7;MF00000029612;2025-04-22
1;17;AMR250000066;2025-04-22
1;17;AM250000773;2025-04-22
1;17;AM250000774;2025-04-22
1;13;MBL250001187;2025-04-22
0;4;MBR250000485;2025-04-22
0;4;MBR250000486;2025-04-22
1;16;MAV250000148;2025-04-22
1;13;MBL250001189;2025-04-22
0;7;MF00000029613;2025-04-22
0;3;MBL250003603;2025-04-22
0;7;MF00000029614;2025-04-22
0;7;MF00000029615;2025-04-22
0;7;MF00000029616;2025-04-22
0;7;MF00000029617;2025-04-22
0;7;MF00000029618;2025-04-22
0;3;MBL250003604;2025-04-22
0;7;MF00000029619;2025-04-22
1;13;MBL250001191;2025-04-22
0;7;MF00000029620;2025-04-22
0;7;MF00000029621;2025-04-22
0;3;MBL250003606;2025-04-22
0;4;MBR250000487;2025-04-22
0;3;MBL250003612;2025-04-22
0;4;MBR250000488;2025-04-22
0;7;MF00000029622;2025-04-23
0;7;MF00000029623;2025-04-23
1;17;AM250000775;2025-04-23
1;13;MBL250001192;2025-04-23
0;7;MF00000029624;2025-04-23
0;7;MF00000029625;2025-04-23
0;7;MF00000029626;2025-04-23
0;7;MF00000029627;2025-04-23
0;7;MF00000029628;2025-04-23
0;7;MF00000029629;2025-04-23
1;17;AM250000776;2025-04-23
1;17;AM250000777;2025-04-23
0;7;MF00000029630;2025-04-23
1;13;MBL250001194;2025-04-23
1;17;MAV250000149;2024-12-31
0;7;MF00000029631;2025-04-23
0;7;MF00000029632;2025-04-23
0;7;MF00000029633;2025-04-23
1;13;MBL250001195;2025-04-23
0;7;MF00000029634;2025-04-23
0;7;MF00000029635;2025-04-23
0;7;MF00000029636;2025-04-23
1;13;MBL250001196;2025-04-23
0;7;MF00000029637;2025-04-23
0;7;MF00000029638;2025-04-23
0;7;MF00000029639;2025-04-23
0;7;MF00000029640;2025-04-23
0;3;MBL250003625;2025-04-23
0;7;MF00000029641;2025-04-23
0;7;MF00000029642;2025-04-23
0;7;MF00000029643;2025-04-23
0;7;MF00000029644;2025-04-23
0;7;MF00000029645;2025-04-23
0;7;MF00000029646;2025-04-23
0;7;MF00000029647;2025-04-23
0;3;MBL250003632;2025-04-23
0;4;MBR250000489;2025-04-23
0;4;MBR250000490;2025-04-23
1;13;MBL250001197;2025-04-23
0;7;MF00000029648;2025-04-23
0;7;MF00000029649;2025-04-23
0;7;MF00000029650;2025-04-23
0;7;MF00000029651;2025-04-23
0;3;MBL250003637;2025-04-23
1;17;AM250000778;2025-04-23
1;13;MBL250001198;2025-04-23
1;13;MBL250001199;2025-04-23
0;4;MBR250000491;2025-04-23
0;7;MF00000029652;2025-04-23
0;7;MF00000029653;2025-04-23
0;7;MF00000029654;2025-04-23
0;7;MF00000029655;2025-04-23
0;7;MF00000029656;2025-04-23
0;7;MF00000029657;2025-04-23
0;7;MF00000029658;2025-04-23
0;4;MBR250000492;2025-04-23
0;3;MBL250003642;2025-04-23
0;4;MBR250000493;2025-04-23
0;4;MBR250000494;2025-04-23
0;4;MBR250000495;2025-04-23
0;3;MBL250003643;2025-04-23
0;7;MFR250000574;2025-04-23
0;7;MFR250000575;2025-04-23
0;7;MFR250000576;2025-04-23
0;7;MFR250000577;2025-04-23
0;7;MF00000029659;2025-04-23
0;7;MF00000029660;2025-04-23
1;11;MPC250000008;2025-04-23
1;17;AM250000779;2025-04-23
1;13;MBL250001200;2025-04-23
1;11;MPC250000009;2025-04-23
0;7;MF00000029661;2025-04-23
0;7;MF00000029662;2025-04-23
1;13;MBL250001202;2025-04-23
0;7;MF00000029663;2025-04-23
0;7;MF00000029664;2025-04-23
0;7;MF00000029665;2025-04-23
0;7;MF00000029666;2025-04-23
1;13;MBL250001204;2025-04-23
0;7;MF00000029667;2025-04-23
1;17;AM250000780;2025-04-23
1;17;AM250000781;2025-04-23
1;13;MBL250001205;2025-04-23
0;7;MF00000029668;2025-04-23
0;7;MF00000029669;2025-04-23
0;7;MF00000029670;2025-04-23
0;7;MF00000029671;2025-04-23
0;7;MF00000029672;2025-04-23
0;7;MF00000029673;2025-04-23
0;7;MF00000029674;2025-04-23
0;3;MBL250003657;2025-04-23
1;13;MBL250001206;2025-04-23
0;3;MBL250003658;2025-04-23
0;7;MF00000029675;2025-04-24
0;7;MF00000029676;2025-04-24
0;7;MF00000029677;2025-04-24
0;7;MF00000029678;2025-04-24
1;17;AM250000782;2025-04-24
1;13;MBL250001207;2025-04-24
0;7;MF00000029679;2025-04-24
0;7;MF00000029680;2025-04-24
0;7;MF00000029681;2025-04-24
1;17;AM250000783;2025-04-24
1;17;AM250000784;2025-04-24
1;17;AM250000785;2025-04-24
0;3;MBL250003666;2025-04-24
1;13;MBL250001208;2025-04-24
1;13;MBL250001210;2025-04-24
0;7;MF00000029682;2025-04-24
0;7;MF00000029683;2025-04-24
0;7;MF00000029684;2025-04-24
0;7;MF00000029685;2025-04-24
1;13;MBL250001211;2025-04-24
0;4;MBR250000496;2025-04-24
0;3;MBL250003672;2025-04-24
0;4;MBR250000497;2025-04-24
0;4;MBR250000498;2025-04-24
0;4;MBR250000499;2025-04-24
0;4;MBR250000500;2025-04-24
0;3;MBL250003679;2025-04-24
0;7;MF00000029686;2025-04-24
0;7;MF00000029687;2025-04-24
0;7;MF00000029688;2025-04-24
1;17;AM250000786;2025-04-24
0;7;MF00000029689;2025-04-24
0;7;MF00000029690;2025-04-24
0;7;MF00000029691;2025-04-24
0;7;MF00000029692;2025-04-24
0;7;MF00000029693;2025-04-24
0;7;MF00000029694;2025-04-24
0;7;MF00000029695;2025-04-24
0;7;MF00000029696;2025-04-24
0;7;MF00000029697;2025-04-24
0;7;MF00000029698;2025-04-24
0;7;MF00000029699;2025-04-24
1;17;AM250000787;2025-04-24
0;7;MF00000029700;2025-04-24
0;7;MF00000029701;2025-04-24
0;7;MF00000029702;2025-04-24
0;7;MF00000029703;2025-04-24
0;7;MF00000029704;2025-04-24
0;7;MF00000029705;2025-04-24
0;7;MF00000029706;2025-04-24
0;7;MF00000029707;2025-04-24
0;4;MBR250000501;2025-04-24
1;17;AM250000788;2025-04-24
1;17;AM250000789;2025-04-24
1;13;MBL250001212;2025-04-24
1;13;MBL250001213;2025-04-24
1;13;MBL250001214;2025-04-24
0;3;MBL250003685;2025-04-24
0;7;MF00000029708;2025-04-24
0;7;MF00000029709;2025-04-24
0;7;MF00000029710;2025-04-24
0;7;MF00000029711;2025-04-24
0;4;MBR250000502;2025-04-24
0;7;MF00000029712;2025-04-24
0;7;MF00000029713;2025-04-24
0;7;MF00000029714;2025-04-24
0;7;MF00000029715;2025-04-24
0;7;MF00000029716;2025-04-24
0;7;MF00000029717;2025-04-24
0;7;MF00000029718;2025-04-24
0;7;MF00000029719;2025-04-24
1;13;MBL250001216;2025-04-24
0;7;MF00000029720;2025-04-24
1;17;AM250000790;2025-04-24
0;7;MF00000029721;2025-04-24
0;7;MF00000029722;2025-04-24
0;3;MBL250003691;2025-04-24
0;4;MBR250000503;2025-04-24
0;7;MF00000029723;2025-04-24
0;7;MF00000029724;2025-04-24
0;7;MF00000029725;2025-04-24
0;7;MF00000029726;2025-04-24
0;7;MF00000029727;2025-04-24
0;7;MF00000029728;2025-04-24
1;13;MBL250001218;2025-04-24
1;13;MBL250001219;2025-04-24
0;3;MBL250003693;2025-04-24
0;7;MF00000029729;2025-04-24
1;17;AM250000791;2025-04-24
0;7;MF00000029730;2025-04-24
0;3;MBL250003695;2025-04-24
0;7;MF00000029731;2025-04-24
0;7;MF00000029732;2025-04-24
0;7;MF00000029733;2025-04-24
0;7;MF00000029734;2025-04-24
0;7;MF00000029735;2025-04-24
0;7;MF00000029736;2025-04-24
0;7;MF00000029737;2025-04-24
0;7;MF00000029738;2025-04-24
0;7;MF00000029739;2025-04-24
0;7;MF00000029740;2025-04-24
0;7;MF00000029741;2025-04-24
0;7;MF00000029742;2025-04-24
0;7;MF00000029743;2025-04-24
0;7;MF00000029744;2025-04-24
0;7;MF00000029745;2025-04-24
0;7;MF00000029746;2025-04-24
0;7;MF00000029747;2025-04-24
0;7;MF00000029748;2025-04-24
0;7;MF00000029749;2025-04-24
0;7;MF00000029750;2025-04-24
0;7;MF00000029751;2025-04-24
0;7;MF00000029752;2025-04-24
0;7;MF00000029753;2025-04-24
0;7;MF00000029754;2025-04-24
0;7;MF00000029755;2025-04-24
0;3;MBL250003699;2025-04-25
1;13;MBL250001223;2025-04-25
1;13;MBL250001225;2025-04-25
0;7;MF00000029756;2025-04-25
0;7;MF00000029757;2025-04-25
0;7;MF00000029759;2025-04-25
0;7;MF00000029760;2025-04-25
0;7;MF00000029761;2025-04-25
0;7;MF00000029762;2025-04-25
0;7;MF00000029763;2025-04-25
0;7;MF00000029764;2025-04-25
0;7;MF00000029765;2025-04-25
0;7;MF00000029766;2025-04-25
0;7;MF00000029767;2025-04-25
0;7;MF00000029768;2025-04-25
1;17;AM250000792;2025-04-25
0;3;MBL250003705;2025-04-25
0;4;MBR250000504;2025-04-25
0;3;MBL250003707;2025-04-25
0;4;MBR250000505;2025-04-25
0;7;MF00000029769;2025-04-25
0;7;MF00000029770;2025-04-25
1;13;MBL250001226;2025-04-25
1;13;MBL250001227;2025-04-25
1;13;MBL250001228;2025-04-25
1;13;MBL250001229;2025-04-25
0;7;MF00000029771;2025-04-25
0;4;MBR250000506;2025-04-25
1;17;AM250000793;2025-04-25
1;13;MBL250001230;2025-04-25
0;7;MFR250000578;2025-04-25
0;7;MF00000029772;2025-04-25
0;4;MBR250000507;2025-04-25
0;7;MF00000029773;2025-04-25
1;17;AM250000794;2025-04-25
0;7;MF00000029774;2025-04-25
0;4;MBR250000508;2025-04-25
0;3;MBL250003708;2025-04-25
0;3;MBL250003721;2025-04-25
0;7;MFR250000579;2025-04-25
0;7;MF00000029775;2025-04-25
0;7;MFR250000580;2025-04-25
0;7;MFR250000581;2025-04-25
1;17;AM250000795;2025-04-25
1;17;AM250000796;2025-04-25
1;17;AM250000797;2025-04-25
0;7;MF00000029776;2025-04-25
0;7;MF00000029777;2025-04-25
0;7;MF00000029778;2025-04-25
1;17;AM250000798;2025-04-25
0;7;MF00000029779;2025-04-25
0;7;MF00000029780;2025-04-25
1;17;AM250000799;2025-04-25
1;17;AM250000800;2025-04-25
0;7;MF00000029781;2025-04-25
1;17;AM250000801;2025-04-25
0;7;MF00000029782;2025-04-25
0;7;MF00000029783;2025-04-25
1;17;AM250000802;2025-04-25
0;7;MFR250000582;2025-04-25
0;7;MFR250000583;2025-04-25
0;7;MFR250000584;2025-04-25
0;7;MFR250000585;2025-04-25
0;7;MFR250000586;2025-04-25
0;3;MBL250003724;2025-04-25
0;4;MBR250000509;2025-04-25
0;4;MBR250000510;2025-04-25
0;7;MFR250000587;2025-04-25
1;17;AM250000803;2025-04-25
0;7;MF00000029784;2025-04-25
0;6;MF00000029785;2025-04-25
0;7;MF00000029786;2025-04-25
0;7;MFR250000588;2025-04-25
0;7;MF00000029787;2025-04-25
0;7;MF00000029788;2025-04-25
1;13;MBL250001232;2025-04-25
0;7;MF00000029789;2025-04-25
0;7;MF00000029790;2025-04-25
0;7;MFR250000589;2025-04-25
0;7;MF00000029791;2025-04-25
0;7;MF00000029792;2025-04-25
0;7;MFR250000590;2025-04-25
0;7;MF00000029793;2025-04-25
0;7;MFR250000591;2025-04-25
0;7;MF00000029794;2025-04-25
1;17;MAV250000150;2025-04-25
1;17;MAV250000151;2025-04-25
0;7;MF00000029795;2025-04-25
0;7;MF00000029796;2025-04-25
0;7;MF00000029797;2025-04-25
0;7;MF00000029798;2025-04-25
