DO_Domaine;DO_Type;DO_Piece;DO_Date
0;7;MFR0000000063;2020-09-16
0;7;MF00000000478;2020-09-17
0;7;MF00000000479;2020-09-17
0;7;MF00000000480;2020-09-17
1;17;AM00000000198;2020-09-15
1;17;AM00000000199;2020-09-16
1;17;AM00000000200;2020-09-18
0;7;MF00000000481;2020-09-18
0;7;MF00000000482;2020-09-18
1;17;AM00000000201;2020-09-18
1;17;AM00000000202;2020-09-18
0;7;MF00000000483;2020-09-18
0;7;MF00000000484;2020-09-18
0;7;MF00000000485;2020-09-18
0;7;MF00000000486;2020-09-18
0;7;MF00000000487;2020-09-18
0;7;MF00000000488;2020-09-18
0;7;MF00000000489;2020-09-19
2;20;8;2020-09-19
0;7;MF00000000490;2020-09-19
0;7;MF00000000491;2020-09-19
0;7;MFR0000000064;2020-09-19
0;7;MF00000000492;2020-09-21
0;7;MF00000000493;2020-09-21
2;20;9;2020-09-21
0;7;MF00000000494;2020-09-21
0;7;MF00000000495;2020-09-21
0;7;MF00000000496;2020-09-21
0;7;MF00000000497;2020-09-22
0;7;MF00000000498;2020-09-22
0;7;MF00000000499;2020-09-22
0;7;MF00000000500;2020-09-22
0;7;MF00000000501;2020-09-22
0;7;MF00000000502;2020-09-22
0;7;MF00000000503;2020-09-23
0;7;MF00000000504;2020-09-23
0;7;MFR0000000065;2020-09-22
0;7;MF00000000505;2020-09-23
0;7;MF00000000506;2020-09-24
0;7;MF00000000507;2020-09-24
1;17;AM00000000203;2020-09-18
1;17;3;2020-09-18
0;7;MF00000000508;2020-09-24
0;7;MF00000000509;2020-09-25
0;7;MF00000000510;2020-09-25
0;7;MF00000000511;2020-09-25
0;7;MF00000000512;2020-09-25
0;7;MF00000000513;2020-09-25
0;7;MF00000000514;2020-09-26
0;7;MF00000000515;2020-09-26
0;7;MFR0000000066;2020-09-21
0;7;MFR0000000067;2020-09-24
1;17;AM00000000204;2020-09-26
0;7;MF00000000516;2020-09-26
0;7;MF00000000517;2020-09-26
0;7;MF00000000518;2020-09-26
0;7;MFR0000000068;2020-09-28
0;7;MF00000000519;2020-09-26
1;17;AM00000000205;2020-09-26
0;7;MF00000000520;2020-09-28
2;20;15;2020-09-28
0;7;MF00000000521;2020-09-28
0;7;MF00000000522;2020-09-28
0;7;MF00000000523;2020-09-28
0;7;MFR0000000069;2020-09-28
0;7;MF00000000524;2020-09-29
0;7;MF00000000525;2020-09-29
0;7;MF00000000526;2020-09-30
1;17;AM00000000206;2020-09-30
0;7;MF00000000527;2020-09-30
0;7;MF00000000528;2020-09-30
0;7;MF00000000529;2020-09-30
1;17;AM00000000207;2020-09-30
1;17;AM00000000208;2020-09-26
0;7;MF00000000530;2020-10-01
0;7;MF00000000531;2020-10-01
1;17;AM00000000209;2020-10-01
1;17;AM00000000210;2020-10-01
1;17;AM00000000211;2020-10-01
0;7;MF00000000532;2020-10-02
0;7;MF00000000533;2020-10-02
0;7;MF00000000534;2020-10-02
0;7;MF00000000535;2020-10-02
0;7;MF00000000536;2020-10-02
0;7;MF00000000537;2020-10-02
0;7;MF00000000538;2020-10-02
0;7;MF00000000539;2020-10-02
0;7;MF00000000540;2020-10-02
0;7;MF00000000541;2020-10-02
0;7;MF00000000542;2020-10-02
0;7;MF00000000543;2020-10-02
2;21;8;2020-10-02
1;17;AM00000000212;2020-10-01
1;17;AM00000000213;2020-10-02
1;17;AM00000000214;2020-10-01
0;7;MF00000000544;2020-10-03
0;7;MF00000000545;2020-10-03
1;17;AM00000000215;2020-10-01
0;7;MF00000000546;2020-10-03
0;7;MF00000000547;2020-10-02
0;7;MF00000000548;2020-10-03
1;17;AM00000000216;2020-10-02
0;7;MF00000000549;2020-10-03
0;7;MF00000000550;2020-10-03
1;17;AM00000000217;2020-10-03
1;17;AM00000000218;2020-10-03
0;7;MF00000000551;2020-10-03
0;7;MF00000000552;2020-10-03
0;7;MF00000000553;2020-10-03
0;7;MF00000000554;2020-11-05
0;7;MF00000000555;2020-10-05
0;7;MF00000000556;2020-10-05
0;7;MF00000000557;2020-10-05
1;17;AM00000000219;2020-10-03
0;7;MF00000000558;2020-10-05
0;7;MF00000000559;2020-10-03
0;7;MF00000000560;2020-10-05
0;7;MF00000000561;2020-10-05
0;7;MF00000000562;2020-10-03
0;7;MF00000000563;2020-10-05
1;17;AM00000000220;2020-10-05
0;7;MF00000000564;2020-10-05
0;7;MF00000000565;2020-10-05
0;7;MF00000000566;2020-10-05
0;7;MF00000000567;2020-10-06
0;7;MF00000000568;2020-10-06
1;17;AM00000000221;2020-10-02
1;17;AM00000000222;2020-10-03
0;7;MF00000000569;2020-10-06
0;7;MF00000000570;2020-10-06
0;7;MF00000000571;2020-10-06
1;17;AM00000000223;2020-10-05
0;7;MF00000000572;2020-10-05
1;17;AM00000000224;2020-10-06
0;7;MF00000000573;2020-10-06
1;17;AM00000000225;2020-10-05
0;7;MFR0000000070;2020-10-06
2;21;10;2020-10-01
0;7;MFR0000000071;2020-10-06
1;17;AM00000000226;2020-10-06
0;7;MF00000000574;2020-10-06
0;7;MF00000000575;2020-10-06
0;7;MFR0000000072;2020-11-05
0;7;MF00000000576;2020-10-05
0;7;MF00000000577;2020-10-07
0;7;MF00000000578;2020-10-08
0;7;MF00000000579;2020-10-07
1;17;AM00000000227;2020-10-05
0;7;MF00000000580;2020-10-06
0;7;MF00000000581;2020-10-07
0;7;MFR0000000073;2020-10-03
1;17;AM00000000228;2020-10-06
1;17;AM00000000229;2020-10-06
0;7;MF00000000582;2020-10-07
0;7;MF00000000583;2020-10-08
0;7;MF00000000584;2020-10-08
0;7;MF00000000585;2020-10-08
0;7;MFR0000000074;2020-10-07
0;7;MF00000000586;2020-10-08
0;7;MF00000000587;2020-10-08
0;7;MF00000000588;2020-10-08
0;7;MF00000000589;2020-10-08
0;7;MFR0000000075;2020-10-08
0;7;MF00000000590;2020-10-08
0;7;MF00000000591;2020-10-09
0;7;MF00000000592;2020-10-09
0;7;MF00000000593;2020-10-09
1;17;AM00000000230;2020-10-08
0;7;MF00000000594;2020-10-09
0;7;MF00000000595;2020-10-09
0;7;MF00000000596;2020-10-09
0;7;MF00000000597;2020-10-09
0;7;MF00000000598;2020-10-09
0;7;MF00000000599;2020-10-09
0;7;MF00000000600;2020-10-09
0;7;MFR0000000076;2020-10-09
0;7;MF00000000601;2020-10-10
0;7;MF00000000602;2020-10-10
0;7;MF00000000603;2020-10-09
0;7;MF00000000604;2020-10-09
0;7;MF00000000605;2020-10-09
1;17;AM00000000231;2020-10-08
1;17;AM00000000232;2020-10-09
0;7;MF00000000606;2020-10-09
1;17;AM00000000233;2020-10-09
1;17;AM00000000234;2020-10-10
0;7;MF00000000607;2020-10-10
0;7;MF00000000608;2020-10-10
0;7;MF00000000609;2020-10-12
0;7;MF00000000610;2020-10-12
0;7;MF00000000611;2020-10-12
0;7;MF00000000612;2020-10-12
0;7;MF00000000613;2020-10-12
0;7;MF00000000614;2020-10-12
0;7;MF00000000615;2020-10-12
0;7;MFR0000000077;2020-10-10
1;17;AM00000000235;2020-10-09
2;20;22;2020-10-12
1;17;AM00000000236;2020-10-10
0;7;MF00000000616;2020-10-12
1;17;AM00000000237;2020-10-10
0;7;MF00000000617;2020-10-12
1;17;AM00000000238;2020-10-12
1;17;AM00000000239;2020-10-10
0;7;MF00000000618;2020-10-12
0;7;MF00000000619;2020-10-12
0;7;MF00000000620;2020-10-12
0;7;MFR0000000078;2020-10-09
0;7;MFR0000000079;2020-10-12
0;7;MF00000000621;2020-10-13
1;17;AM00000000240;2020-10-12
1;17;AM00000000241;2020-10-12
0;7;MF00000000622;2020-10-13
0;7;MF00000000623;2020-10-13
0;7;MF00000000624;2020-10-13
0;7;MF00000000625;2020-10-13
0;7;MF00000000626;2020-10-13
0;7;MF00000000627;2020-10-13
0;7;MF00000000628;2020-10-13
0;7;MF00000000629;2020-10-13
1;17;AM00000000242;2020-10-12
0;7;MFR0000000080;2020-10-13
0;7;MF00000000630;2020-10-13
0;7;MFR0000000081;2020-10-12
4;44;BD200059;2020-10-13
0;7;MF00000000631;2020-10-14
0;7;MF00000000632;2020-10-14
0;7;MF00000000633;2020-10-14
0;7;MF00000000634;2020-10-14
1;17;AM00000000243;2020-10-12
0;7;MF00000000635;2020-10-14
1;17;AM00000000244;2020-10-12
4;44;BD200061;2020-10-06
4;44;BD200062;2020-10-06
4;44;BD200063;2020-10-08
4;44;BD200064;2020-10-09
4;44;BD200066;2020-10-09
4;44;BD200067;2020-10-09
4;44;BD200068;2020-10-09
4;44;BD200069;2020-10-09
4;44;BD200070;2020-10-12
4;44;BD200071;2020-09-13
4;44;BD200072;2020-09-18
4;44;BD200073;2020-09-26
4;44;BD200074;2020-09-27
4;44;BD200075;2020-09-29
4;44;BD200076;2020-09-30
4;44;BD200077;2020-09-30
1;17;AM00000000245;2020-10-13
4;44;BD200078;2020-10-12
0;7;MF00000000636;2020-10-14
1;17;AM00000000246;2020-10-14
0;7;MF00000000637;2020-10-14
0;7;MF00000000638;2020-10-14
0;7;MF00000000639;2020-10-14
0;7;MF00000000640;2020-10-14
1;17;AM00000000247;2020-10-14
0;7;MF00000000641;2020-10-14
0;7;MFR0000000082;2020-10-13
1;17;AM00000000248;2020-10-13
1;17;AM00000000249;2020-10-14
0;7;MF00000000642;2020-10-15
0;7;MF00000000643;2020-10-15
2;20;24;2020-10-15
0;7;MF00000000644;2020-10-15
0;7;MF00000000645;2020-10-15
4;44;BD200079;2020-10-14
4;44;BD200080;2020-10-14
0;7;MF00000000646;2020-10-16
0;7;MF00000000647;2020-10-16
1;17;AM00000000250;2020-10-15
0;7;MF00000000648;2020-10-16
0;7;MF00000000649;2020-10-16
0;7;MF00000000650;2020-10-16
1;17;AM00000000251;2020-10-15
0;7;MF00000000651;2020-10-16
4;44;BD200081;2020-10-16
0;7;MF00000000652;2020-10-17
0;7;MF00000000653;2020-10-17
0;7;MF00000000654;2020-10-17
1;17;AM00000000252;2020-10-16
1;17;AM00000000253;2020-10-16
1;17;AM00000000254;2020-10-16
4;44;BD200082;2020-10-16
4;44;BD200083;2020-10-16
4;44;BD200086;2020-10-16
1;17;AM00000000255;2020-10-16
4;44;BD200088;2020-10-16
0;7;MF00000000655;2020-10-19
0;7;MF00000000656;2020-10-19
1;17;AM00000000256;2020-10-16
1;17;AM00000000257;2020-10-16
4;44;BD200089;2020-10-17
0;7;MF00000000657;2020-10-19
1;17;AM00000000258;2020-10-17
1;17;AM00000000259;2020-10-17
1;17;AM00000000260;2020-10-17
1;17;AM00000000261;2020-10-17
0;7;MF00000000658;2020-10-19
4;44;BD200090;2020-10-19
4;44;BD200091;2020-10-19
0;7;MF00000000659;2020-10-20
0;7;MF00000000660;2020-10-20
1;17;AM00000000262;2020-10-19
1;17;AM00000000263;2020-10-19
0;7;MFR0000000083;2020-10-19
4;44;BD200092;2020-10-19
0;7;MF00000000661;2020-10-20
0;7;MF00000000662;2020-10-20
0;7;MF00000000663;2020-10-20
0;7;MF00000000664;2020-10-21
0;7;MF00000000665;2020-10-21
0;7;MF00000000666;2020-10-21
0;7;MF00000000667;2020-10-22
0;7;MF00000000668;2020-10-22
4;44;BD200093;2020-10-21
0;7;MF00000000669;2020-10-21
0;7;MF00000000670;2020-10-22
0;7;MF00000000671;2020-10-22
1;17;AM00000000264;2020-10-22
0;7;MF00000000672;2020-10-22
0;7;MF00000000673;2020-10-22
4;44;BD200095;2020-10-22
4;44;BD200096;2020-10-22
0;7;MF00000000674;2020-10-23
0;7;MF00000000675;2020-10-23
0;7;MF00000000676;2020-10-23
0;7;MF00000000677;2020-10-23
0;7;MF00000000678;2020-10-23
1;17;AM00000000266;2020-10-22
0;7;MF00000000679;2020-10-22
0;7;MF00000000680;2020-10-24
0;7;MF00000000681;2020-10-24
0;7;MF00000000682;2020-10-24
0;7;MF00000000683;2020-10-24
4;44;BD200097;2020-10-24
4;44;BD200098;2020-10-23
4;44;BD200099;2020-10-23
0;7;MF00000000684;2020-10-26
0;7;MF00000000685;2020-10-26
0;7;MF00000000686;2020-10-24
0;7;MF00000000687;2020-10-24
0;7;MF00000000688;2020-10-26
1;17;AM00000000267;2020-10-22
1;17;AM00000000268;2020-10-23
1;17;AM00000000269;2020-10-23
0;7;MF00000000689;2020-10-26
0;7;MF00000000690;2020-10-26
0;7;MF00000000691;2020-10-26
1;17;AM00000000270;2020-10-27
1;17;AM00000000271;2020-10-26
1;17;AM00000000272;2020-10-26
4;44;BD200100;2020-10-27
0;7;MF00000000692;2020-10-27
0;7;MF00000000693;2020-10-27
0;7;MF00000000694;2020-10-27
0;7;MF00000000695;2020-10-27
0;7;MF00000000696;2020-10-27
0;7;MF00000000697;2020-10-27
4;44;BD200101;2020-10-27
0;7;MF00000000698;2020-10-28
0;7;MF00000000699;2020-10-28
4;44;BD200102;2020-10-28
1;17;AM00000000273;2020-10-27
1;17;AM00000000274;2020-10-27
4;44;BD200103;2020-10-28
1;17;AM00000000275;2020-10-28
0;7;MF00000000700;2020-10-29
2;21;11;2020-10-29
2;20;25;2020-10-29
0;7;MF00000000701;2020-10-29
0;7;MF00000000702;2020-10-29
1;17;AM00000000276;2020-10-28
1;17;AM00000000277;2020-10-27
0;7;MF00000000703;2020-10-30
0;7;MF00000000704;2020-10-30
0;7;MF00000000705;2020-10-30
0;7;MF00000000706;2020-10-31
0;7;MF00000000707;2020-10-31
0;7;MF00000000708;2020-10-31
1;17;AM00000000278;2020-10-30
1;17;AM00000000279;2020-10-30
0;7;MF00000000709;2020-10-31
0;7;MF00000000710;2020-10-31
0;7;MF00000000711;2020-10-31
0;7;MF00000000712;2020-10-31
2;20;26;2020-10-31
0;7;MF00000000713;2020-10-31
1;17;AM00000000280;2020-10-30
1;17;AM00000000281;2020-10-30
1;17;AM00000000282;2020-10-30
0;7;MF00000000714;2020-10-31
0;7;MF00000000715;2020-10-31
0;7;MF00000000716;2020-10-01
0;7;MF00000000717;2020-10-31
0;7;MF00000000718;2020-10-31
0;7;MF00000000719;2020-10-31
4;44;BD200104;2020-10-31
1;17;AM00000000284;2020-10-31
1;17;AM00000000285;2020-10-31
4;44;BD200105;2020-10-31
4;44;BD200107;2020-10-31
4;44;BD200108;2020-10-31
1;17;AM00000000286;2020-07-16
1;17;AM00000000287;2020-07-18
4;44;BD200109;2020-10-31
4;44;BD200110;2020-10-31
0;7;MF00000000720;2020-11-03
0;7;MF00000000721;2020-11-03
0;7;MFR0000000084;2020-11-03
0;7;MF00000000722;2020-11-03
4;44;BD200111;2020-11-03
0;7;MF00000000723;2020-11-04
0;7;MF00000000724;2020-11-04
0;7;MF00000000725;2020-11-04
0;7;MF00000000726;2020-11-04
4;44;BD200113;2020-11-03
4;44;BD200114;2020-11-03
4;44;BD200115;2020-11-03
4;44;BD200117;2020-11-03
4;44;BD200118;2020-11-03
4;44;BD200119;2020-11-03
0;7;MF00000000727;2020-11-04
0;7;MFR0000000085;2020-11-05
0;7;MFR0000000086;2020-11-04
0;7;MFR0000000087;2020-11-04
0;7;MF00000000728;2020-11-05
0;7;MF00000000729;2020-11-06
0;7;MF00000000730;2020-11-06
4;44;BD200120;2020-11-06
4;44;BD200121;2020-11-06
4;44;BD200122;2020-11-06
4;44;BD200123;2020-11-06
4;44;BD200124;2020-11-06
4;44;BD200125;2020-11-06
4;44;BD200126;2020-11-07
4;44;BD200127;2020-11-07
4;44;BD200128;2020-11-07
4;44;BD200129;2020-11-09
0;7;MF00000000731;2020-11-09
0;7;MF00000000732;2020-11-09
0;7;MF00000000733;2020-11-09
0;7;MF00000000734;2020-11-09
0;7;MFR0000000088;2020-11-09
0;7;MF00000000735;2020-11-10
0;7;MF00000000736;2020-11-10
0;7;MF00000000737;2020-11-10
0;7;MF00000000738;2020-11-10
1;17;AM00000000288;2020-11-11
0;7;MF00000000739;2020-11-11
0;7;MF00000000740;2020-11-11
4;44;BD200130;2020-11-10
1;17;AM00000000289;2020-07-18
1;17;AM00000000290;2020-11-10
0;7;MF00000000741;2020-11-11
1;17;AM00000000291;2020-11-10
0;7;MF00000000742;2020-11-11
0;7;MF00000000743;2020-11-11
0;7;MF00000000744;2020-11-11
0;7;MF00000000745;2020-11-11
0;7;MF00000000746;2020-11-11
0;7;MF00000000747;2020-11-11
0;7;MF00000000748;2020-11-11
1;17;AM00000000292;2020-11-11
1;17;AM00000000293;2020-11-10
0;7;MF00000000749;2020-11-11
0;7;MF00000000750;2020-11-11
0;7;MF00000000751;2020-11-12
0;7;MF00000000752;2020-11-12
1;17;AM00000000294;2020-07-24
0;7;MF00000000753;2020-11-12
4;44;BD200131;2020-11-11
4;44;BD200132;2020-11-11
4;44;BD200133;2020-11-11
4;44;BD200134;2020-11-12
0;7;MFR0000000089;2020-11-11
0;7;MF00000000754;2020-11-13
0;7;MF00000000755;2020-11-13
0;7;MF00000000756;2020-11-13
0;7;MF00000000757;2020-11-13
0;7;MF00000000758;2020-11-14
0;7;MF00000000759;2020-11-14
0;7;MF00000000760;2020-11-14
0;7;MF00000000761;2020-11-14
0;7;MF00000000762;2020-11-13
4;44;BD200135;2020-11-13
4;44;BD200136;2020-11-13
4;44;BD200137;2020-11-13
0;7;MF00000000763;2020-11-14
0;7;MF00000000764;2020-11-14
0;7;MF00000000765;2020-11-14
0;7;MF00000000766;2020-11-14
0;7;MF00000000767;2020-11-14
1;17;AM00000000295;2020-11-13
0;7;MF00000000768;2020-11-14
0;7;MF00000000769;2020-11-14
0;7;MF00000000770;2020-11-14
0;7;MF00000000771;2020-11-14
0;7;MF00000000772;2020-11-14
0;7;MFR0000000090;2020-11-14
0;7;MFR0000000091;2020-11-14
0;7;MF00000000773;2020-11-16
4;44;BD200138;2020-11-13
4;44;BD200139;2020-11-13
4;44;BD200140;2020-11-14
0;7;MF00000000774;2020-11-17
0;7;MF00000000775;2020-11-17
0;7;MF00000000776;2020-11-17
0;7;MF00000000777;2020-11-17
0;7;MF00000000778;2020-11-17
0;7;MF00000000779;2020-11-17
0;7;MF00000000780;2020-11-17
4;44;BD200141;2020-11-16
0;7;MFR0000000092;2020-11-17
0;7;MF00000000781;2020-11-17
4;44;BD200143;2020-11-14
0;7;MF00000000782;2020-11-18
0;7;MF00000000783;2020-11-19
1;17;AM00000000296;2020-11-18
1;17;AM00000000297;2020-11-18
4;44;BD200144;2020-11-18
4;44;BD200145;2020-11-17
1;17;4;2020-10-31
4;44;BD200146;2020-11-18
4;44;BD200147;2020-11-18
4;44;BD200148;2020-11-18
4;44;BD200149;2020-11-17
0;7;MF00000000784;2020-11-20
0;7;MF00000000785;2020-11-20
0;7;MFR0000000093;2020-11-20
0;7;MF00000000786;2020-11-20
0;7;MF00000000787;2020-11-20
0;7;MF00000000788;2020-11-20
0;7;MF00000000789;2020-11-20
4;44;BD200150;2020-11-13
0;7;MF00000000790;2020-11-21
1;17;AM00000000298;2020-11-21
1;17;AM00000000299;2020-11-20
1;17;AM00000000300;2020-11-20
1;17;AM00000000301;2020-11-18
0;7;MF00000000791;2020-11-23
0;7;MF00000000792;2020-11-23
0;7;MF00000000793;2020-11-23
0;7;MF00000000794;2020-11-23
0;7;MF00000000795;2020-11-23
0;7;MF00000000796;2020-11-23
0;7;MF00000000797;2020-11-23
0;7;MF00000000798;2020-11-23
0;7;MF00000000799;2020-11-23
4;44;BD200151;2020-11-21
4;44;BD200152;2020-11-21
4;44;BD200153;2020-11-21
4;44;BD200154;2020-11-23
0;7;MF00000000800;2020-11-24
0;7;MF00000000801;2020-11-24
0;7;MF00000000802;2020-11-24
0;7;MF00000000803;2020-11-24
4;44;BD200155;2020-11-20
4;44;BD200156;2020-11-23
4;44;BD200158;2020-11-23
4;44;BD200159;2020-11-23
4;44;BD200160;2020-11-24
0;7;MF00000000804;2020-11-25
0;7;MF00000000805;2020-11-25
0;7;MF00000000806;2020-11-25
0;7;MFR0000000094;2020-11-24
0;7;MFR0000000095;2020-11-25
0;7;MF00000000807;2020-11-25
0;7;MFR0000000096;2020-11-25
0;7;MF00000000808;2020-11-25
1;17;AM00000000302;2020-11-25
0;7;MF00000000809;2020-11-26
0;7;MF00000000810;2020-11-26
1;17;AM00000000303;2020-11-25
4;44;BD200161;2020-11-26
0;7;MF00000000811;2020-11-27
0;7;MF00000000812;2020-11-27
0;7;MF00000000813;2020-11-27
0;7;MF00000000814;2020-11-28
0;7;MF00000000815;2020-11-28
0;7;MF00000000816;2020-11-28
0;7;MF00000000817;2020-11-28
0;7;MF00000000818;2020-11-28
0;7;MF00000000819;2020-11-28
0;7;MF00000000820;2020-11-28
0;7;MF00000000821;2020-11-28
0;7;MF00000000822;2020-11-30
0;7;MF00000000823;2020-11-28
0;7;MF00000000824;2020-11-30
4;44;BD200162;2020-11-27
4;44;BD200163;2020-11-27
4;44;BD200164;2020-11-27
0;7;MFR0000000097;2020-11-28
0;7;MF00000000825;2020-11-28
0;7;MF00000000826;2020-11-30
0;7;MF00000000827;2020-11-30
0;7;MF00000000828;2020-11-30
0;7;MF00000000829;2020-11-30
0;7;MF00000000830;2020-11-30
0;7;MF00000000831;2020-11-30
1;17;AM00000000304;2020-11-30
0;7;MF00000000832;2020-11-30
0;7;MF00000000833;2020-11-30
1;17;AM00000000305;2020-11-30
0;7;MF00000000834;2020-11-30
0;7;MF00000000835;2020-11-30
0;7;MF00000000836;2020-12-02
0;7;MF00000000837;2020-12-02
0;7;MF00000000838;2020-12-02
4;44;BD200166;2020-12-01
4;44;BD200167;2020-12-01
0;7;MF00000000839;2020-12-03
0;7;MF00000000840;2020-12-03
0;7;MF00000000841;2020-12-03
2;20;29;2020-12-02
0;7;MF00000000842;2020-12-02
0;7;MF00000000843;2020-12-03
0;7;MFR0000000098;2020-12-03
0;7;MF00000000844;2020-12-03
0;7;MF00000000845;2020-12-04
4;44;BD200168;2020-12-02
4;44;BD200169;2020-12-03
4;44;BD200170;2020-12-03
0;7;MFR0000000099;2020-12-03
0;7;MF00000000846;2020-12-04
0;7;MF00000000847;2020-12-05
4;44;BD200172;2020-12-04
0;7;MF00000000848;2020-12-05
0;7;MF00000000849;2020-12-05
0;7;MF00000000850;2020-12-05
1;17;AM00000000306;2020-12-05
1;17;AM00000000307;2020-12-05
0;7;MF00000000851;2020-12-07
0;7;MF00000000852;2020-12-07
4;44;BD200173;2020-12-05
1;17;5;2020-12-05
1;17;6;2020-12-05
1;17;AM00000000308;2020-12-05
1;17;AM00000000309;2020-12-05
1;17;AM00000000310;2020-12-05
0;7;MF00000000853;2020-12-07
0;7;MF00000000854;2020-12-07
0;7;MF00000000855;2020-12-07
0;7;MF00000000856;2020-12-07
0;7;MF00000000857;2020-12-07
0;7;MF00000000858;2020-12-09
0;7;MF00000000859;2020-12-08
0;7;MF00000000860;2020-12-08
0;7;MF00000000861;2020-12-08
0;7;MF00000000862;2020-12-08
0;7;MF00000000863;2020-12-08
0;7;MF00000000864;2020-12-08
0;7;MF00000000865;2020-12-09
0;7;MF00000000866;2020-12-08
0;7;MFR0000000100;2020-12-07
0;7;MF00000000867;2020-12-07
4;44;BD200174;2020-12-08
0;7;MFR0000000101;2020-12-08
0;7;MF00000000868;2020-12-08
0;7;MF00000000869;2020-12-08
0;7;MF00000000870;2020-12-08
0;7;MF00000000871;2020-12-09
0;7;MF00000000872;2020-12-09
4;44;BD200175;2020-12-07
4;44;BD200176;2020-12-07
4;44;BD200177;2020-12-07
4;44;BD200178;2020-12-07
2;20;30;2020-12-09
0;7;MF00000000873;2020-12-09
0;7;MF00000000874;2020-12-09
0;7;MF00000000875;2020-12-09
1;17;AM00000000311;2020-12-09
1;17;AM00000000312;2020-12-08
1;17;AM00000000313;2020-12-08
0;7;MF00000000876;2020-12-09
4;44;BD200179;2020-12-09
0;7;MF00000000877;2020-12-09
1;17;4530;2020-12-08
0;7;MF00000000878;2020-12-10
0;7;MF00000000879;2020-12-10
0;7;MF00000000880;2020-12-10
0;7;MF00000000881;2020-12-10
0;7;MF00000000882;2020-12-10
4;44;BD200180;2020-12-10
0;7;MFR0000000102;2020-12-08
0;7;MFR0000000103;2020-12-09
0;7;MF00000000883;2020-12-10
0;7;MF00000000884;2020-12-11
0;7;MF00000000885;2020-12-11
0;7;MF00000000886;2020-12-11
1;17;AM00000000314;2020-12-11
0;7;MF00000000887;2020-12-11
0;7;MF00000000888;2020-12-11
0;7;MF00000000889;2020-12-11
0;7;MF00000000890;2020-12-11
0;7;MF00000000891;2020-12-11
0;7;MFR0000000104;2020-12-09
0;7;MF00000000892;2020-12-11
4;44;BD200181;2020-12-11
4;44;BD200182;2020-12-11
0;7;MF00000000893;2020-12-12
0;7;MFR0000000105;2020-12-11
0;7;MF00000000894;2020-12-14
1;17;AM00000000315;2020-12-11
4;44;BD200183;2020-12-12
4;44;BD200184;2020-12-14
0;7;MF00000000895;2020-12-14
0;7;MFR0000000106;2020-12-14
0;7;MF00000000896;2020-12-15
1;17;AM00000000316;2020-12-14
0;7;MF00000000897;2020-12-15
0;7;MF00000000898;2020-12-15
4;44;BD200185;2020-12-14
4;44;BD200186;2020-12-14
4;44;BD200188;2020-12-14
4;44;BD200189;2020-12-14
1;17;AM00000000317;2020-12-14
0;7;MF00000000899;2020-12-15
0;7;MF00000000900;2020-12-15
0;7;MF00000000901;2020-12-15
0;7;MF00000000902;2020-12-16
0;7;MF00000000903;2020-12-16
0;7;MF00000000904;2020-12-16
0;7;MF00000000905;2020-12-16
1;17;AM00000000318;2020-12-15
1;17;AM00000000319;2020-12-15
0;7;MF00000000906;2020-12-16
4;44;BD200190;2020-12-16
0;7;MF00000000907;2020-12-17
0;7;MF00000000908;2020-12-17
4;44;BD200192;2020-12-16
0;7;MF00000000909;2020-12-17
0;7;MF00000000910;2020-12-17
0;7;MF00000000911;2020-12-17
0;7;MF00000000912;2020-12-17
0;7;MF00000000913;2020-12-17
4;44;BD200193;2020-12-16
4;44;BD200194;2020-12-16
4;44;BD200195;2020-12-16
0;7;MF00000000914;2020-12-17
0;7;MF00000000915;2020-12-18
0;7;MFR0000000107;2020-12-17
1;17;4531;2020-12-17
4;44;BD200196;2020-12-17
4;44;BD200197;2020-12-09
4;44;BD200198;2020-12-07
4;44;BD200199;2020-12-04
1;17;4532;2020-12-17
0;7;MFR0000000108;2020-12-17
0;7;MF00000000916;2020-12-18
0;7;MF00000000917;2020-12-18
0;7;MF00000000918;2020-12-18
0;7;MF00000000919;2020-12-18
0;7;MF00000000920;2020-12-18
0;7;MFR0000000109;2020-12-18
0;7;MF00000000921;2020-12-19
0;7;MFR0000000110;2020-12-17
2;20;31;2020-12-19
2;21;12;2020-12-19
0;7;MF00000000922;2020-12-19
0;7;MFR0000000111;2020-12-18
0;7;MF00000000923;2020-12-18
4;44;BD200200;2020-12-18
4;44;BD200201;2020-12-18
4;44;BD200202;2020-12-18
4;44;BD200203;2020-12-18
0;7;MFR0000000112;2020-12-19
0;7;MF00000000924;2020-12-21
0;7;MF00000000925;2020-12-21
0;7;MF00000000926;2020-12-21
0;7;MFR0000000113;2020-12-18
0;7;MF00000000927;2020-12-21
4;44;BD200204;2020-12-19
4;44;BD200205;2020-12-18
4;44;BD200206;2020-12-18
0;7;MF00000000928;2020-12-22
0;7;MF00000000929;2020-12-22
0;7;MF00000000930;2020-12-22
0;7;MF00000000931;2020-12-22
0;7;MF00000000932;2020-12-22
0;7;MF00000000933;2020-12-22
4;44;BD200207;2020-12-21
4;44;BD200208;2020-12-21
4;44;BD200209;2020-12-21
0;7;MF00000000934;2020-12-22
0;7;MF00000000935;2020-12-22
0;7;MF00000000936;2020-12-23
0;7;MF00000000937;2020-12-23
0;7;MF00000000938;2020-12-23
0;7;MFR0000000114;2020-12-22
0;7;MF00000000939;2020-12-23
0;7;MF00000000940;2020-12-23
0;7;MF00000000941;2020-12-23
0;7;MF00000000942;2020-12-23
